StationName,Year,Month,Day,Fecha,Tprom
Toluca,2015,6,24,2015-6-24,17
Toluca,2015,6,25,2015-6-25,16.5
Toluca,2015,6,26,2015-6-26,14.5
Toluca,2015,6,27,2015-6-27,16
Toluca,2015,6,28,2015-6-28,16
Toluca,2015,6,29,2015-6-29,13
Toluca,2015,6,30,2015-6-30,17.5
Toluca,2015,7,1,2015-7-1,16.9
Toluca,2015,7,2,2015-7-2,15.5
Toluca,2015,7,3,2015-7-3,15.5
Toluca,2015,7,4,2015-7-4,17
Toluca,2015,7,5,2015-7-5,17.5
Toluca,2015,7,6,2015-7-6,18
Toluca,2015,7,7,2015-7-7,17
Toluca,2015,7,8,2015-7-8,17
Toluca,2015,7,9,2015-7-9,12
Toluca,2015,7,10,2015-7-10,13
Toluca,2015,7,11,2015-7-11,14
Toluca,2015,7,12,2015-7-12,12.5
Toluca,2015,7,13,2015-7-13,13.5
Toluca,2015,7,14,2015-7-14,15
Toluca,2015,7,15,2015-7-15,14.5
Toluca,2015,7,16,2015-7-16,15.5
Toluca,2015,7,17,2015-7-17,14.5
Toluca,2015,7,18,2015-7-18,14.5
Toluca,2015,7,19,2015-7-19,14
Toluca,2015,7,20,2015-7-20,16.5
Toluca,2015,7,21,2015-7-21,15.5
Toluca,2015,7,22,2015-7-22,15.5
Toluca,2015,7,23,2015-7-23,15.5
Toluca,2015,7,24,2015-7-24,15
Toluca,2015,7,25,2015-7-25,17
Toluca,2015,7,26,2015-7-26,15.5
Toluca,2015,7,27,2015-7-27,17
Toluca,2015,7,28,2015-7-28,15.5
Toluca,2015,7,29,2015-7-29,16.5
Toluca,2015,7,30,2015-7-30,18
Toluca,2015,7,31,2015-7-31,16.5
Toluca,2015,8,1,2015-8-1,17
Toluca,2015,8,2,2015-8-2,17
Toluca,2015,8,3,2015-8-3,16
Toluca,2015,8,4,2015-8-4,16
Toluca,2015,8,5,2015-8-5,15.5
Toluca,2015,8,6,2015-8-6,16
Toluca,2015,8,7,2015-8-7,17
Toluca,2015,8,8,2015-8-8,15.5
Toluca,2015,8,9,2015-8-9,17
Toluca,2015,8,10,2015-8-10,16.5
Toluca,2015,8,11,2015-8-11,15.65
Toluca,2015,8,12,2015-8-12,15.1
Toluca,2015,8,13,2015-8-13,13.5
Toluca,2015,8,14,2015-8-14,16.5
Toluca,2015,8,15,2015-8-15,17.5
Toluca,2015,8,16,2015-8-16,16.5
Toluca,2015,8,17,2015-8-17,18.5
Toluca,2015,8,18,2015-8-18,17.5
Toluca,2015,8,19,2015-8-19,17.25
Toluca,2015,8,20,2015-8-20,12
Toluca,2015,8,21,2015-8-21,17.5
Toluca,2015,8,22,2015-8-22,15
Toluca,2015,8,23,2015-8-23,16
Toluca,2015,8,24,2015-8-24,17.2
Toluca,2015,8,25,2015-8-25,13.85
Toluca,2015,8,26,2015-8-26,14.5
Toluca,2015,8,27,2015-8-27,16.5
Toluca,2015,8,28,2015-8-28,15
Toluca,2015,8,29,2015-8-29,18
Toluca,2015,8,30,2015-8-30,15
Toluca,2015,8,31,2015-8-31,17
Toluca,2015,9,1,2015-9-1,17
Toluca,2015,9,2,2015-9-2,17
Toluca,2015,9,3,2015-9-3,14.5
Toluca,2015,9,4,2015-9-4,16.5
Toluca,2015,9,5,2015-9-5,16
Toluca,2015,9,6,2015-9-6,15
Toluca,2015,9,7,2015-9-7,18
Toluca,2015,9,8,2015-9-8,18.5
Toluca,2015,9,9,2015-9-9,17
Toluca,2015,9,10,2015-9-10,16.5
Toluca,2015,9,11,2015-9-11,15.5
Toluca,2015,9,12,2015-9-12,17
Toluca,2015,9,13,2015-9-13,16
Toluca,2015,9,14,2015-9-14,17
Toluca,2015,9,15,2015-9-15,15.5
Toluca,2015,9,16,2015-9-16,15.5
Toluca,2015,9,17,2015-9-17,16
Toluca,2015,9,18,2015-9-18,15.5
Toluca,2015,9,19,2015-9-19,16.5
Toluca,2015,9,20,2015-9-20,15.5
Toluca,2015,9,21,2015-9-21,15.5
Toluca,2015,9,22,2015-9-22,16
Toluca,2015,9,23,2015-9-23,15.5
Toluca,2015,9,24,2015-9-24,16.5
Toluca,2015,9,25,2015-9-25,15.5
Toluca,2015,9,26,2015-9-26,15.5
Toluca,2015,9,27,2015-9-27,15
Toluca,2015,9,28,2015-9-28,14.75
Toluca,2015,9,29,2015-9-29,15
Toluca,2015,9,30,2015-9-30,14.5
Toluca,2015,10,1,2015-10-1,15
Toluca,2015,10,2,2015-10-2,15
Toluca,2015,10,3,2015-10-3,12.5
Toluca,2015,10,4,2015-10-4,16
Toluca,2015,10,5,2015-10-5,16.5
Toluca,2015,10,6,2015-10-6,16
Toluca,2015,10,7,2015-10-7,15.1
Toluca,2015,10,8,2015-10-8,15.5
Toluca,2015,10,9,2015-10-9,15.5
Toluca,2015,10,10,2015-10-10,17.5
Toluca,2015,10,11,2015-10-11,16
Toluca,2015,10,12,2015-10-12,17
Toluca,2015,10,13,2015-10-13,16.5
Toluca,2015,10,14,2015-10-14,16.5
Toluca,2015,10,15,2015-10-15,17
Toluca,2015,10,16,2015-10-16,15.5
Toluca,2015,10,17,2015-10-17,14.5
Toluca,2015,10,18,2015-10-18,16.5
Toluca,2015,10,19,2015-10-19,16
Toluca,2015,10,20,2015-10-20,14.5
Toluca,2015,10,21,2015-10-21,13.5
Toluca,2015,10,22,2015-10-22,15.5
Toluca,2015,10,23,2015-10-23,14.5
Toluca,2015,10,24,2015-10-24,16
Toluca,2015,10,25,2015-10-25,15
Toluca,2015,10,26,2015-10-26,15.5
Toluca,2015,10,27,2015-10-27,19.5
Toluca,2015,10,28,2015-10-28,19
Toluca,2015,10,29,2015-10-29,18.5
Toluca,2015,10,30,2015-10-30,14.5
Toluca,2015,10,31,2015-10-31,15.5
Toluca,2015,11,1,2015-11-1,18
Toluca,2015,11,2,2015-11-2,15.5
Toluca,2015,11,3,2015-11-3,12
Toluca,2015,11,4,2015-11-4,13
Toluca,2015,11,5,2015-11-5,18
Toluca,2015,11,6,2015-11-6,14.5
Toluca,2015,11,7,2015-11-7,14
Toluca,2015,11,8,2015-11-8,13
Toluca,2015,11,9,2015-11-9,15.5
Toluca,2015,11,10,2015-11-10,13
Toluca,2015,11,11,2015-11-11,19
Toluca,2015,11,12,2015-11-12,11
Toluca,2015,11,13,2015-11-13,10.5
Toluca,2015,11,14,2015-11-14,14.5
Toluca,2015,11,15,2015-11-15,14.5
Toluca,2015,11,16,2015-11-16,16
Toluca,2015,11,17,2015-11-17,17.5
Toluca,2015,11,18,2015-11-18,14
Toluca,2015,11,19,2015-11-19,11
Toluca,2015,11,20,2015-11-20,12
Toluca,2015,11,21,2015-11-21,11.5
Toluca,2015,11,22,2015-11-22,11
Toluca,2015,11,23,2015-11-23,13
Toluca,2015,11,24,2015-11-24,12.5
Toluca,2015,11,25,2015-11-25,13.5
Toluca,2015,11,26,2015-11-26,12.5
Toluca,2015,11,27,2015-11-27,13.5
Toluca,2015,11,28,2015-11-28,13
Toluca,2015,11,29,2015-11-29,13.5
Toluca,2015,11,30,2015-11-30,10
Toluca,2015,12,1,2015-12-1,9.75
Toluca,2015,12,2,2015-12-2,9.5
Toluca,2015,12,3,2015-12-3,13.5
Toluca,2015,12,4,2015-12-4,12.5
Toluca,2015,12,5,2015-12-5,11.5
Toluca,2015,12,6,2015-12-6,11.5
Toluca,2015,12,7,2015-12-7,12
Toluca,2015,12,8,2015-12-8,16
Toluca,2015,12,9,2015-12-9,15.5
Toluca,2015,12,10,2015-12-10,15
Toluca,2015,12,11,2015-12-11,14.5
Toluca,2015,12,12,2015-12-12,11.5
Toluca,2015,12,13,2015-12-13,11
Toluca,2015,12,14,2015-12-14,15
Toluca,2015,12,15,2015-12-15,13.6
Toluca,2015,12,16,2015-12-16,11
Toluca,2015,12,17,2015-12-17,14
Toluca,2015,12,18,2015-12-18,13.45
Toluca,2015,12,19,2015-12-19,15
Toluca,2015,12,20,2015-12-20,14.45
Toluca,2015,12,21,2015-12-21,15
Toluca,2015,12,22,2015-12-22,14.45
Toluca,2015,12,23,2015-12-23,13.95
Toluca,2015,12,24,2015-12-24,14
Toluca,2015,12,25,2015-12-25,14.9
Toluca,2015,12,26,2015-12-26,14.45
Toluca,2015,12,27,2015-12-27,13.95
Toluca,2015,12,28,2015-12-28,13
Toluca,2015,12,29,2015-12-29,13
Toluca,2015,12,30,2015-12-30,16
Toluca,2015,12,31,2015-12-31,15
Toluca,2016,1,1,2016-1-1,1
Toluca,2016,1,2,2016-1-2,3
Toluca,2016,1,3,2016-1-3,3
Toluca,2016,1,4,2016-1-4,-1
Toluca,2016,1,5,2016-1-5,-1
Toluca,2016,1,6,2016-1-6,-1
Toluca,2016,1,7,2016-1-7,-3
Toluca,2016,1,8,2016-1-8,-2
Toluca,2016,1,9,2016-1-9,-5
Toluca,2016,1,10,2016-1-10,-5
Toluca,2016,1,11,2016-1-11,-6
Toluca,2016,1,12,2016-1-12,-5
Toluca,2016,1,13,2016-1-13,-5
Toluca,2016,1,14,2016-1-14,8
Toluca,2016,1,15,2016-1-15,-3
Toluca,2016,1,16,2016-1-16,-3
Toluca,2016,1,17,2016-1-17,-3
Toluca,2016,1,18,2016-1-18,-4
Toluca,2016,1,19,2016-1-19,-0.2
Toluca,2016,1,20,2016-1-20,-0.2
Toluca,2016,1,21,2016-1-21,-3
Toluca,2016,1,22,2016-1-22,-3
Toluca,2016,1,23,2016-1-23,-3
Toluca,2016,1,24,2016-1-24,-3
Toluca,2016,1,25,2016-1-25,-3
Toluca,2016,1,26,2016-1-26,6
Toluca,2016,1,27,2016-1-27,-3
Toluca,2016,1,28,2016-1-28,-2
Toluca,2016,1,29,2016-1-29,-3
Toluca,2016,1,30,2016-1-30,2
Toluca,2016,1,31,2016-1-31,1
Toluca,2016,2,1,2016-2-1,-1
Toluca,2016,2,2,2016-2-2,-1
Toluca,2016,2,3,2016-2-3,0.8
Toluca,2016,2,4,2016-2-4,-1
Toluca,2016,2,5,2016-2-5,-0.1
Toluca,2016,2,6,2016-2-6,-1
Toluca,2016,2,7,2016-2-7,-2
Toluca,2016,2,8,2016-2-8,-2
Toluca,2016,2,9,2016-2-9,-2
Toluca,2016,2,10,2016-2-10,-2
Toluca,2016,2,11,2016-2-11,-3
Toluca,2016,2,12,2016-2-12,-2
Toluca,2016,2,13,2016-2-13,-2
Toluca,2016,2,14,2016-2-14,-3
Toluca,2016,2,15,2016-2-15,-1
Toluca,2016,2,16,2016-2-16,-3
Toluca,2016,2,17,2016-2-17,-1
Toluca,2016,2,18,2016-2-18,-2
Toluca,2016,2,19,2016-2-19,-3
Toluca,2016,2,20,2016-2-20,-1
Toluca,2016,2,21,2016-2-21,-3
Toluca,2016,2,22,2016-2-22,-3
Toluca,2016,2,23,2016-2-23,-3
Toluca,2016,2,24,2016-2-24,-3
Toluca,2016,2,25,2016-2-25,-1
Toluca,2016,2,26,2016-2-26,-3
Toluca,2016,2,27,2016-2-27,-3
Toluca,2016,2,28,2016-2-28,-2
Toluca,2016,2,29,2016-2-29,-1
Toluca,2016,3,1,2016-3-1,-3
Toluca,2016,3,2,2016-3-2,-2
Toluca,2016,3,3,2016-3-3,3
Toluca,2016,3,4,2016-3-4,7
Toluca,2016,3,5,2016-3-5,0
Toluca,2016,3,6,2016-3-6,2
Toluca,2016,3,7,2016-3-7,1
Toluca,2016,3,8,2016-3-8,4
Toluca,2016,3,9,2016-3-9,4
Toluca,2016,3,10,2016-3-10,5
Toluca,2016,3,11,2016-3-11,3
Toluca,2016,3,12,2016-3-12,1
Toluca,2016,3,13,2016-3-13,-1
Toluca,2016,3,14,2016-3-14,-1
Toluca,2016,3,15,2016-3-15,3
Toluca,2016,3,16,2016-3-16,2
Toluca,2016,3,17,2016-3-17,6
Toluca,2016,3,18,2016-3-18,3
Toluca,2016,3,19,2016-3-19,5
Toluca,2016,3,20,2016-3-20,7
Toluca,2016,3,21,2016-3-21,7
Toluca,2016,3,22,2016-3-22,6
Toluca,2016,3,23,2016-3-23,2
Toluca,2016,3,24,2016-3-24,6
Toluca,2016,3,25,2016-3-25,2
Toluca,2016,3,26,2016-3-26,6
Toluca,2016,3,27,2016-3-27,2
Toluca,2016,3,28,2016-3-28,7
Toluca,2016,3,29,2016-3-29,2
Toluca,2016,3,30,2016-3-30,2
Toluca,2016,3,31,2016-3-31,2
Toluca,2016,4,1,2016-4-1,2.7
Toluca,2016,4,2,2016-4-2,3
Toluca,2016,4,3,2016-4-3,4
Toluca,2016,4,4,2016-4-4,2
Toluca,2016,4,5,2016-4-5,4
Toluca,2016,4,6,2016-4-6,6
Toluca,2016,4,7,2016-4-7,5
Toluca,2016,4,8,2016-4-8,5
Toluca,2016,4,9,2016-4-9,7
Toluca,2016,4,10,2016-4-10,5
Toluca,2016,4,11,2016-4-11,4
Toluca,2016,4,12,2016-4-12,4
Toluca,2016,4,13,2016-4-13,4
Toluca,2016,4,14,2016-4-14,3
Toluca,2016,4,15,2016-4-15,3
Toluca,2016,4,16,2016-4-16,3
Toluca,2016,4,17,2016-4-17,4
Toluca,2016,4,18,2016-4-18,7
Toluca,2016,4,19,2016-4-19,4
Toluca,2016,4,20,2016-4-20,6
Toluca,2016,4,21,2016-4-21,7
Toluca,2016,4,22,2016-4-22,7
Toluca,2016,4,23,2016-4-23,7
Toluca,2016,4,24,2016-4-24,3
Toluca,2016,4,25,2016-4-25,2
Toluca,2016,4,26,2016-4-26,2
Toluca,2016,4,27,2016-4-27,1
Toluca,2016,4,28,2016-4-28,3
Toluca,2016,4,29,2016-4-29,1
Toluca,2016,4,30,2016-4-30,2
Toluca,2016,5,1,2016-5-1,0
Toluca,2016,5,2,2016-5-2,1
Toluca,2016,5,3,2016-5-3,1
Toluca,2016,5,4,2016-5-4,3
Toluca,2016,5,5,2016-5-5,4
Toluca,2016,5,6,2016-5-6,9
Toluca,2016,5,7,2016-5-7,4
Toluca,2016,5,8,2016-5-8,9
Toluca,2016,5,9,2016-5-9,5
Toluca,2016,5,10,2016-5-10,7
Toluca,2016,5,11,2016-5-11,7
Toluca,2016,5,12,2016-5-12,10
Toluca,2016,5,13,2016-5-13,7
Toluca,2016,5,14,2016-5-14,8
Toluca,2016,5,15,2016-5-15,8
Toluca,2016,5,16,2016-5-16,10
Toluca,2016,5,17,2016-5-17,5
Toluca,2016,5,18,2016-5-18,8
Toluca,2016,5,19,2016-5-19,6
Toluca,2016,5,20,2016-5-20,4
Toluca,2016,5,21,2016-5-21,8
Toluca,2016,5,22,2016-5-22,8
Toluca,2016,5,23,2016-5-23,8
Toluca,2016,5,24,2016-5-24,8
Toluca,2016,5,25,2016-5-25,7
Toluca,2016,5,26,2016-5-26,9
Toluca,2016,5,27,2016-5-27,8
Toluca,2016,5,28,2016-5-28,8
Toluca,2016,5,29,2016-5-29,11
Toluca,2016,5,30,2016-5-30,9
Toluca,2016,5,31,2016-5-31,9
Toluca,2016,6,1,2016-6-1,10
Toluca,2016,6,2,2016-6-2,11
Toluca,2016,6,3,2016-6-3,8
Toluca,2016,6,4,2016-6-4,8
Toluca,2016,6,5,2016-6-5,5
Toluca,2016,6,6,2016-6-6,4
Toluca,2016,6,7,2016-6-7,4
Toluca,2016,6,8,2016-6-8,6
Toluca,2016,6,9,2016-6-9,6
Toluca,2016,6,10,2016-6-10,6
Toluca,2016,6,11,2016-6-11,11
Toluca,2016,6,12,2016-6-12,9
Toluca,2016,6,13,2016-6-13,11
Toluca,2016,6,14,2016-6-14,9
Toluca,2016,6,15,2016-6-15,12
Toluca,2016,6,16,2016-6-16,11
Toluca,2016,6,17,2016-6-17,7
Toluca,2016,6,18,2016-6-18,8
Toluca,2016,6,19,2016-6-19,9
Toluca,2016,6,20,2016-6-20,11
Toluca,2016,6,21,2016-6-21,11
Toluca,2016,6,22,2016-6-22,10
Toluca,2016,6,23,2016-6-23,6
Toluca,2016,6,24,2016-6-24,6
Toluca,2016,6,25,2016-6-25,5
Toluca,2016,6,26,2016-6-26,10
Toluca,2016,6,27,2016-6-27,12
Toluca,2016,6,28,2016-6-28,9
Toluca,2016,6,29,2016-6-29,8
Toluca,2016,6,30,2016-6-30,8
Toluca,2016,7,1,2016-7-1,10
Toluca,2016,7,2,2016-7-2,10
Toluca,2016,7,3,2016-7-3,9
Toluca,2016,7,4,2016-7-4,8
Toluca,2016,7,5,2016-7-5,9
Toluca,2016,7,6,2016-7-6,11
Toluca,2016,7,7,2016-7-7,8
Toluca,2016,7,8,2016-7-8,6
Toluca,2016,7,9,2016-7-9,10
Toluca,2016,7,10,2016-7-10,7
Toluca,2016,7,11,2016-7-11,6
Toluca,2016,7,12,2016-7-12,7
Toluca,2016,7,13,2016-7-13,7
Toluca,2016,7,14,2016-7-14,7
Toluca,2016,7,15,2016-7-15,7
Toluca,2016,7,16,2016-7-16,7
Toluca,2016,7,17,2016-7-17,7
Toluca,2016,7,18,2016-7-18,11
Toluca,2016,7,19,2016-7-19,11
Toluca,2016,7,20,2016-7-20,10
Toluca,2016,7,21,2016-7-21,9
Toluca,2016,7,22,2016-7-22,9
Toluca,2016,7,23,2016-7-23,11
Toluca,2016,7,24,2016-7-24,9
Toluca,2016,7,25,2016-7-25,8
Toluca,2016,7,26,2016-7-26,8
Toluca,2016,7,27,2016-7-27,9
Toluca,2016,7,28,2016-7-28,8
Toluca,2016,7,29,2016-7-29,10
Toluca,2016,7,30,2016-7-30,8
Toluca,2016,7,31,2016-7-31,7
Toluca,2016,8,1,2016-8-1,6
Toluca,2016,8,2,2016-8-2,11
Toluca,2016,8,3,2016-8-3,10
Toluca,2016,8,4,2016-8-4,10
Toluca,2016,8,5,2016-8-5,10
Toluca,2016,8,6,2016-8-6,13
Toluca,2016,8,7,2016-8-7,13
Toluca,2016,8,8,2016-8-8,12
Toluca,2016,8,9,2016-8-9,11
Toluca,2016,8,10,2016-8-10,12
Toluca,2016,8,11,2016-8-11,11
Toluca,2016,8,12,2016-8-12,6
Toluca,2016,8,13,2016-8-13,8
Toluca,2016,8,14,2016-8-14,9
Toluca,2016,8,15,2016-8-15,8
Toluca,2016,8,16,2016-8-16,8
Toluca,2016,8,17,2016-8-17,12
Toluca,2016,8,18,2016-8-18,12
Toluca,2016,8,19,2016-8-19,10
Toluca,2016,8,20,2016-8-20,10
Toluca,2016,8,21,2016-8-21,10
Toluca,2016,8,22,2016-8-22,8
Toluca,2016,8,23,2016-8-23,8
Toluca,2016,8,24,2016-8-24,11
Toluca,2016,8,25,2016-8-25,10
Toluca,2016,8,26,2016-8-26,9
Toluca,2016,8,27,2016-8-27,6
Toluca,2016,8,28,2016-8-28,10
Toluca,2016,8,29,2016-8-29,8
Toluca,2016,8,30,2016-8-30,12
Toluca,2016,8,31,2016-8-31,9
Toluca,2016,9,1,2016-9-1,9
Toluca,2016,9,2,2016-9-2,8
Toluca,2016,9,3,2016-9-3,13
Toluca,2016,9,4,2016-9-4,12
Toluca,2016,9,5,2016-9-5,11
Toluca,2016,9,6,2016-9-6,11
Toluca,2016,9,7,2016-9-7,10
Toluca,2016,9,8,2016-9-8,9
Toluca,2016,9,9,2016-9-9,5
Toluca,2016,9,10,2016-9-10,6
Toluca,2016,9,11,2016-9-11,6
Toluca,2016,9,12,2016-9-12,6
Toluca,2016,9,13,2016-9-13,6
Toluca,2016,9,14,2016-9-14,7
Toluca,2016,9,15,2016-9-15,8
Toluca,2016,9,16,2016-9-16,7
Toluca,2016,9,17,2016-9-17,10
Toluca,2016,9,18,2016-9-18,11
Toluca,2016,9,19,2016-9-19,9
Toluca,2016,9,20,2016-9-20,7
Toluca,2016,9,21,2016-9-21,7
Toluca,2016,9,22,2016-9-22,8
Toluca,2016,9,23,2016-9-23,10
Toluca,2016,9,24,2016-9-24,6
Toluca,2016,9,25,2016-9-25,7
Toluca,2016,9,26,2016-9-26,11
Toluca,2016,9,27,2016-9-27,11
Toluca,2016,9,28,2016-9-28,12
Toluca,2016,9,29,2016-9-29,12
Toluca,2016,9,30,2016-9-30,12
Toluca,2016,10,1,2016-10-1,8
Toluca,2016,10,2,2016-10-2,10
Toluca,2016,10,3,2016-10-3,8
Toluca,2016,10,4,2016-10-4,8
Toluca,2016,10,5,2016-10-5,9
Toluca,2016,10,6,2016-10-6,10
Toluca,2016,10,7,2016-10-7,5
Toluca,2016,10,8,2016-10-8,8
Toluca,2016,10,9,2016-10-9,12
Toluca,2016,10,10,2016-10-10,8
Toluca,2016,10,11,2016-10-11,8
Toluca,2016,10,12,2016-10-12,11
Toluca,2016,10,13,2016-10-13,10
Toluca,2016,10,14,2016-10-14,6
Toluca,2016,10,15,2016-10-15,5
Toluca,2016,10,16,2016-10-16,8
Toluca,2016,10,17,2016-10-17,6
Toluca,2016,10,18,2016-10-18,5
Toluca,2016,10,19,2016-10-19,4
Toluca,2016,10,20,2016-10-20,5
Toluca,2016,10,21,2016-10-21,5
Toluca,2016,10,22,2016-10-22,8
Toluca,2016,10,23,2016-10-23,9
Toluca,2016,10,24,2016-10-24,7
Toluca,2016,10,25,2016-10-25,4
Toluca,2016,10,26,2016-10-26,1
Toluca,2016,10,27,2016-10-27,4
Toluca,2016,10,28,2016-10-28,1
Toluca,2016,10,29,2016-10-29,6
Toluca,2016,10,30,2016-10-30,4
Toluca,2016,10,31,2016-10-31,9
Toluca,2016,11,1,2016-11-1,3
Toluca,2016,11,2,2016-11-2,3
Toluca,2016,11,3,2016-11-3,5
Toluca,2016,11,4,2016-11-4,9
Toluca,2016,11,5,2016-11-5,3
Toluca,2016,11,6,2016-11-6,4
Toluca,2016,11,7,2016-11-7,3
Toluca,2016,11,8,2016-11-8,4
Toluca,2016,11,9,2016-11-9,8
Toluca,2016,11,10,2016-11-10,10
Toluca,2016,11,11,2016-11-11,9
Toluca,2016,11,12,2016-11-12,10
Toluca,2016,11,13,2016-11-13,6
Toluca,2016,11,14,2016-11-14,2
Toluca,2016,11,15,2016-11-15,10
Toluca,2016,11,16,2016-11-16,10
Toluca,2016,11,17,2016-11-17,7
Toluca,2016,11,18,2016-11-18,4
Toluca,2016,11,19,2016-11-19,6
Toluca,2016,11,20,2016-11-20,3
Toluca,2016,11,21,2016-11-21,2
Toluca,2016,11,22,2016-11-22,0
Toluca,2016,11,23,2016-11-23,0
Toluca,2016,11,24,2016-11-24,-1.1
Toluca,2016,11,25,2016-11-25,-1
Toluca,2016,11,26,2016-11-26,0
Toluca,2016,11,27,2016-11-27,0
Toluca,2016,11,28,2016-11-28,-2
Toluca,2016,11,29,2016-11-29,-2
Toluca,2016,11,30,2016-11-30,-2
Toluca,2016,12,1,2016-12-1,2
Toluca,2016,12,2,2016-12-2,2
Toluca,2016,12,3,2016-12-3,3
Toluca,2016,12,4,2016-12-4,3
Toluca,2016,12,5,2016-12-5,4
Toluca,2016,12,6,2016-12-6,-1
Toluca,2016,12,7,2016-12-7,0
Toluca,2016,12,8,2016-12-8,-1
Toluca,2016,12,9,2016-12-9,6
Toluca,2016,12,10,2016-12-10,4
Toluca,2016,12,11,2016-12-11,5
Toluca,2016,12,12,2016-12-12,8
Toluca,2016,12,13,2016-12-13,5
Toluca,2016,12,14,2016-12-14,-2
Toluca,2016,12,15,2016-12-15,-1
Toluca,2016,12,16,2016-12-16,3
Toluca,2016,12,17,2016-12-17,2
Toluca,2016,12,18,2016-12-18,2
Toluca,2016,12,19,2016-12-19,3
Toluca,2016,12,20,2016-12-20,3
Toluca,2016,12,21,2016-12-21,3
Toluca,2016,12,22,2016-12-22,-1
Toluca,2016,12,23,2016-12-23,-4
Toluca,2016,12,24,2016-12-24,-4
Toluca,2016,12,25,2016-12-25,-3
Toluca,2016,12,26,2016-12-26,-3
Toluca,2016,12,27,2016-12-27,-3
Toluca,2016,12,28,2016-12-28,-3
Toluca,2016,12,29,2016-12-29,-2
Toluca,2016,12,30,2016-12-30,-3
Toluca,2016,12,31,2016-12-31,-3
Toluca,2017,1,1,2017-1-1,7.5
Toluca,2017,1,2,2017-1-2,8.5
Toluca,2017,1,3,2017-1-3,9
Toluca,2017,1,4,2017-1-4,9.5
Toluca,2017,1,5,2017-1-5,9.5
Toluca,2017,1,6,2017-1-6,13.5
Toluca,2017,1,7,2017-1-7,9
Toluca,2017,1,8,2017-1-8,9.5
Toluca,2017,1,9,2017-1-9,8
Toluca,2017,1,10,2017-1-10,8
Toluca,2017,1,11,2017-1-11,8
Toluca,2017,1,12,2017-1-12,7.5
Toluca,2017,1,13,2017-1-13,9
Toluca,2017,1,14,2017-1-14,9.5
Toluca,2017,1,15,2017-1-15,9
Toluca,2017,1,16,2017-1-16,9.5
Toluca,2017,1,17,2017-1-17,7
Toluca,2017,1,18,2017-1-18,7.5
Toluca,2017,1,19,2017-1-19,6.5
Toluca,2017,1,20,2017-1-20,6
Toluca,2017,1,21,2017-1-21,9
Toluca,2017,1,22,2017-1-22,10
Toluca,2017,1,23,2017-1-23,9
Toluca,2017,1,24,2017-1-24,8
Toluca,2017,1,25,2017-1-25,9.5
Toluca,2017,1,26,2017-1-26,10.5
Toluca,2017,1,27,2017-1-27,9
Toluca,2017,1,28,2017-1-28,9
Toluca,2017,1,29,2017-1-29,7
Toluca,2017,1,30,2017-1-30,6.5
Toluca,2017,1,31,2017-1-31,7
Toluca,2017,2,1,2017-2-1,8
Toluca,2017,2,2,2017-2-2,7.5
Toluca,2017,2,3,2017-2-3,10
Toluca,2017,2,4,2017-2-4,8.5
Toluca,2017,2,5,2017-2-5,10.5
Toluca,2017,2,6,2017-2-6,8
Toluca,2017,2,7,2017-2-7,9.5
Toluca,2017,2,8,2017-2-8,11.5
Toluca,2017,2,9,2017-2-9,9
Toluca,2017,2,10,2017-2-10,8.5
Toluca,2017,2,11,2017-2-11,10
Toluca,2017,2,12,2017-2-12,11.5
Toluca,2017,2,13,2017-2-13,7.5
Toluca,2017,2,14,2017-2-14,8.5
Toluca,2017,2,15,2017-2-15,7
Toluca,2017,2,16,2017-2-16,12
Toluca,2017,2,17,2017-2-17,10.5
Toluca,2017,2,18,2017-2-18,7.5
Toluca,2017,2,19,2017-2-19,9.5
Toluca,2017,2,20,2017-2-20,13.5
Toluca,2017,2,21,2017-2-21,10.5
Toluca,2017,2,22,2017-2-22,8
Toluca,2017,2,23,2017-2-23,7.5
Toluca,2017,2,24,2017-2-24,8.5
Toluca,2017,2,25,2017-2-25,10.5
Toluca,2017,2,26,2017-2-26,12
Toluca,2017,2,27,2017-2-27,11
Toluca,2017,2,28,2017-2-28,12
Toluca,2017,3,1,2017-3-1,
Toluca,2017,3,2,2017-3-2,11.5
Toluca,2017,3,3,2017-3-3,11
Toluca,2017,3,4,2017-3-4,15
Toluca,2017,3,5,2017-3-5,9.5
Toluca,2017,3,6,2017-3-6,15
Toluca,2017,3,7,2017-3-7,11
Toluca,2017,3,8,2017-3-8,12.5
Toluca,2017,3,9,2017-3-9,12
Toluca,2017,3,10,2017-3-10,8.5
Toluca,2017,3,11,2017-3-11,12
Toluca,2017,3,12,2017-3-12,12.5
Toluca,2017,3,13,2017-3-13,11
Toluca,2017,3,14,2017-3-14,10.5
Toluca,2017,3,15,2017-3-15,13.5
Toluca,2017,3,16,2017-3-16,9
Toluca,2017,3,17,2017-3-17,12
Toluca,2017,3,18,2017-3-18,12
Toluca,2017,3,19,2017-3-19,11.5
Toluca,2017,3,20,2017-3-20,12.5
Toluca,2017,3,21,2017-3-21,11.5
Toluca,2017,3,22,2017-3-22,11.5
Toluca,2017,3,23,2017-3-23,11
Toluca,2017,3,24,2017-3-24,11
Toluca,2017,3,25,2017-3-25,11
Toluca,2017,3,26,2017-3-26,12
Toluca,2017,3,27,2017-3-27,11.5
Toluca,2017,3,28,2017-3-28,13
Toluca,2017,3,29,2017-3-29,13
Toluca,2017,3,30,2017-3-30,11.5
Toluca,2017,3,31,2017-3-31,11
